token	lemma	semantic_tags
memberatkan	memberatkan	M1/A12- M8 S8-
memberatkan	memberatkan	N5.2+
memberatkan	memberatkan	Q2.2 A1.1.2
memberatkan	memberatkan	S1.2.5+/A2.1 O4.1/A2.1
memberatkan	memberatkan	S7.2+/Q2.2 S9
memberatkan	memberatkan	S9
memberatkan	memberatkan	X3.4+ A11.2+ Q2.2 X2.2+ S1.2.4+ G2.1
memberatkan	memberatkan	X8+ X2.4 Q2.2 G2.1 A12-
memberengut	memberengut	E2-/Q2.2
memberengut	memberengut	Q2.2/X3.2-
memberengut	memberengut	Q2.2/X3.2- X3.2-
memberengut	memberengut	X3.2 M1
memberentang	memberentang	M2
membereskan	membereskan	A1.1.1 T2-
membereskan	membereskan	A1.7- X2.5+
membereskan	membereskan	A6.1 S1.2.1+/E3+ X2.5+
membereskan	membereskan	A6.2+ G1.1/A6.2+
membereskan	membereskan	M1 M2 M4 N5-/A2.1 X3.2-/A2.1 A2.1+ E4.1- A1.1.1 F2 K5.1@
membereskan	membereskan	M1 N5-/A2.1 S7.1- L1- A1.8+ G2.2- X9.2- K5.2
membereskan	membereskan	M8 X9.2+ I1.2 H4 E4.2+ X6+
membereskan	membereskan	N5-/A2.1 W3
membereskan	membereskan	Q2.2 S1.1.1
membereskan	membereskan	S1.2.5+/A2.1 A10-
membereskan	membereskan	S7.1+ A1.1.1
membereskan	membereskan	T2-
membereskan	membereskan	X6+
membereskan	membereskan	X6+ T2-
membereskan	membereskan	X6+ X9.2+
membereskan	membereskan	X7+
memberhalakan	memberhalakan	S7.2+
memberhentikan	memberhentikan	A1.1.1 A2.2
memberhentikan	memberhentikan	A1.1.1 T2-
memberhentikan	memberhentikan	A1.1.2 A1.1.1 A1.9 S5- T2- E4.1-/A2.2 A2.1+ T1.3 Q2.1@
memberhentikan	memberhentikan	A1.7-/M1 I3.1 I1.2 O1.2 G3
memberhentikan	memberhentikan	A11.1- X2.1- I3.1- S7.4+/M1 G2.1
memberhentikan	memberhentikan	A2.1+ M2
memberhentikan	memberhentikan	A9-
memberhentikan	memberhentikan	B2- A1.5.1/N5.1+
memberhentikan	memberhentikan	G2.2+ A10+
memberhentikan	memberhentikan	I3.1- G3 M2 A2.2 Q2.2
memberhentikan	memberhentikan	I3.1- M1
memberhentikan	memberhentikan	M2
memberhentikan	memberhentikan	M2 M1 N5-/A2.1 O1.2/M1 B2- T2- A9- A1.8- X9.2-/K5 X3.2
memberhentikan	memberhentikan	M8
memberhentikan	memberhentikan	N5--- M1/M4
memberhentikan	memberhentikan	O4.6+ E1 A1.5.1
memberhentikan	memberhentikan	S6- A1.7-
memberhentikan	memberhentikan	S8-
memberhentikan	memberhentikan	T2-
memberhentikan	memberhentikan	T2- I3.1- M1
memberhentikan	memberhentikan	T2- S8- M8 H4 A1.1.1@
memberhentikan	memberhentikan	X5.2+ T2+ S3.2+ E3-
memberi	memberi	A1.1.1 I2.2 I2.1 A9- K5.2 F3/I2.2
memberi	memberi	A1.1.2 B2- N3.2-/A2.1
memberi	memberi	A2.2 A9-
memberi	memberi	A9-
memberi	memberi	A9- A1.1.1
memberi	memberi	A9- A2.2 S1.1.3+
memberi	memberi	A9- A5.1+/A9- I1.3+/A9-
memberi	memberi	A9- I2.2 M2/N3.6
memberi	memberi	A9- Q2.2
memberi	memberi	A9- S6+
memberi	memberi	A9- S7.1+
memberi	memberi	A9-/X7+ Q2.2
memberi	memberi	B5 A1.1.1 B2- S7.4+
memberi	memberi	F1 A9- S8+ M2@
memberi	memberi	I1.1
memberi	memberi	I1.1 A9+
memberi	memberi	M1 A9- M2 K5.1 T1.3 T2- X9.2+ N5.2+ S7.4+ A5.4+/A8
memberi	memberi	M1 M2 A1.1.1 A1.9 A9- T2-
memberi	memberi	M2 A1.1.1 A9+ X2.1 S7.1+/A1.7+
memberi	memberi	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4
memberi	memberi	N3.3 T1.3 A1.7- N3.2+/A2.1 N5+/A2.1 T1.3+/A2.1 A9-
memberi	memberi	N5+/A2.1 N2 A1.8+
memberi	memberi	O4.5
memberi	memberi	Q2.2 B3 A1.8+ S7.4+/M1
memberi	memberi	Q2.2/X7+ X4.1 G1.2 Q2.2/S4
memberi	memberi	S6+ S8+
memberi	memberi	S7.1- A2.1+ A1.1.1 A9-
memberi	memberi	S7.4+
memberi	memberi	S7.4+ A9-
memberi	memberi	S7.4+ I2.2/H1 T2-
memberi	memberi	S7.4+ S8+ X2.1
memberi	memberi	S9 A9-
memberi	memberi	T2+ X6+
memberikan	memberikan	A2.2 A9-
memberikan	memberikan	A9+/G2.2-
memberikan	memberikan	A9-
memberikan	memberikan	A9- A1.1.1
memberikan	memberikan	A9- A2.2 Q2.2 S1.1.3+ Q4.3 O4.1 K4
memberikan	memberikan	A9- A2.2 S1.1.3+
memberikan	memberikan	A9- A5.1+/A9- I1.3+/A9-
memberikan	memberikan	A9- A6.1+
memberikan	memberikan	A9- Q2.2
memberikan	memberikan	A9- S6+
memberikan	memberikan	A9- S7.1+
memberikan	memberikan	A9-/X7+ Q2.2
memberikan	memberikan	B5
memberikan	memberikan	I1.1
memberikan	memberikan	I1.1+/A9-
memberikan	memberikan	M1 A9- M2 K5.1 T1.3 T2- X9.2+ N5.2+ S7.4+ A5.4+/A8
memberikan	memberikan	M1 A9- N6
memberikan	memberikan	M2 A2.2
memberikan	memberikan	M2 Q2.1 Q2.2 A1.1.1
memberikan	memberikan	M2 Q2.1 X9.2+ B3 S9%
memberikan	memberikan	N3.3 T1.3 A1.7- N3.2+/A2.1 N5+/A2.1 T1.3+/A2.1 A9-
memberikan	memberikan	Q2.1 M2
memberikan	memberikan	Q2.2 A10+
memberikan	memberikan	Q2.2 G2.1
memberikan	memberikan	Q2.2 S7.1- A9- K5.1
memberikan	memberikan	S7.4+ A9-
memberikan	memberikan	S7.4+ S8+ X2.1
memberikan	memberikan	S8+
memberitahu	memberitahu	A10+
memberitahu	memberitahu	A6.1- X3 A5.1+
memberitahu	memberitahu	A7+ Q2.2
memberitahu	memberitahu	A9-
memberitahu	memberitahu	Q1.1 A11.1+
memberitahu	memberitahu	Q2.1
memberitahu	memberitahu	Q2.1 M2
memberitahu	memberitahu	Q2.1 Q1.2 Q1.3 X2.2+
memberitahu	memberitahu	Q2.2
memberitahu	memberitahu	Q2.2 A10+
memberitahu	memberitahu	Q2.2 K5.1%
memberitahu	memberitahu	Q2.2 P1
memberitahu	memberitahu	Q2.2 Q2.1 X3 A10+
memberitahu	memberitahu	Q2.2 S7.1-
memberitahu	memberitahu	Q2.2/S8+ Q2.1/X2.2+
memberitahu	memberitahu	S7.1+/Q2.2 I2.2/Q2.2
memberitahu	memberitahu	X2.2+ X2.4 Q2.1
memberitahukan	memberitahukan	Q2.1 M2
memberitahukan	memberitahukan	Q2.1 Q1.2 Q1.3 X2.2+
memberitahukan	memberitahukan	Q2.2
memberitahukan	memberitahukan	Q2.2 K5.1%
memberitahukan	memberitahukan	Q2.2 P1
memberitahukan	memberitahukan	Q2.2 Q2.1 X3 A10+
memberitahukan	memberitahukan	Q2.2 S7.1-
memberitahukan	memberitahukan	Q2.2/S8+ Q2.1/X2.2+
memberitahukan	memberitahukan	X2.2+ X2.4 Q2.1
memberitahukan	memberitahukan	X2.2+/A15- A1.3+
memberitakan	memberitakan	Q2.2 S7.1-
memberitakan	memberitakan	X2.2+ X2.4 Q2.1
memberitkan	memberitkan	B4
memberkas	memberkas	A1.7+ S7.1-
memberkas	memberkas	A2.2 A1.1.1 S5+ S6+ A1.7+
memberkas	memberkas	A9+
memberkas	memberkas	S6+ A1.7+ A2.2 A1.1.1
memberkas	memberkas	S6+ S8+
memberkati	memberkati	S9 A9-
memberongsang	memberongsang	E3- W4
memberongsang	memberongsang	W3 T2+ E3- B1 B2
memberontak	memberontak	A1.1.1 A6.1- B2- Y1
memberontak	memberontak	G1.2/A6.1- S8- A6.1-
memberontak	memberontak	G3 G1.2
memberontak	memberontak	O2 W3 I4/M7c O4.2-/M7 K5.1@
memberontak	memberontak	O4.2-
memberontak	memberontak	S8- E3-
memberontak	memberontak	S8- X8+ E3- G1.2
memberontak	memberontak	S8-/E2- A6.1-
membersarakan	membersarakan	I3.1- M1
membersihkan	membersihkan	A1.1.1 A5.1+/A2.1
membersihkan	membersihkan	A1.9
membersihkan	membersihkan	A10-
membersihkan	membersihkan	A9+
membersihkan	membersihkan	A9-
membersihkan	membersihkan	A9- E3/L1-
membersihkan	membersihkan	B1
membersihkan	membersihkan	B4
membersihkan	membersihkan	B4 A1.1.1
membersihkan	membersihkan	B4 A1.1.1 G2.2+/A2.1
membersihkan	membersihkan	B4 G2.2+/A2.1
membersihkan	membersihkan	B4 M2 M1 N3.6+/A2.1 X3.4 X9.2+
membersihkan	membersihkan	G2.2+ A10+
membersihkan	membersihkan	H5/A2.1
membersihkan	membersihkan	M1 N3.6+/A2.1
membersihkan	membersihkan	M2
membersihkan	membersihkan	M2 A7+ A10+ I1.1 B4 O4.1
membersihkan	membersihkan	M2 A9-
membersihkan	membersihkan	M2 M1 E4.1- E5- A2.1+ A6.1+
membersihkan	membersihkan	O4.2+ B4
membersihkan	membersihkan	O4.2+/A2.1
membersihkan	membersihkan	O4.6- A1.1.2@
membersihkan	membersihkan	S8+ S7.1- I2.2 A9- F1 A1.1.1 I3.1 K5.1 G2.1
membersil	membersil	O4.4
membersit	membersit	F1/B1 X2.3+
membersit	membersit	M1 N5+/A2.1 A1.9
membersit	membersit	O4.1
membersit	membersit	O4.4
membersit	membersit	T2+ E5- E3-
membersit	membersit	W3 T2+ E3- B1 B2
membersut	membersut	Q2.2
membersut	membersut	X3.2 Q2.2
memberungut	memberungut	E2-/Q2.2
memberungut	memberungut	Q2.2/X3.2- X3.2-
memberungut	memberungut	X3.2 M1
memberus	memberus	B4 A1.1.1
memberus	memberus	B5 F1 B3 O4.1
membesar	membesar	A1.1.1 N3.6+/A2.1 N3.3+/A2.1 N5+/A2.1 N5 T1.3
membesar	membesar	A10+ E1+
membesar	membesar	A2.1+
membesar	membesar	A2.1+ T2+ A5.1+/A2.1 N3.2+/A2.1 H1 A9+ C1
membesar	membesar	B1 O2
membesar	membesar	F3 B1 O1.3 F1 S3.2/S2.2m
membesar	membesar	N3.2+/A2.1
membesar	membesar	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4
membesar	membesar	N3.2+/A2.1 A4.2+/Q2.1
membesar	membesar	N3.2+/A2.1 Q2.2/N5++ A4.2-/A2.1
membesar	membesar	N3.3 T1.3 A1.7- N3.2+/A2.1 N5+/A2.1 T1.3+/A2.1 A9-
membesar	membesar	N3.4+ N3.2+/A2.1+ I1.3+/A2.1
membesar	membesar	N5+++ X3.2
membesar	membesar	Q2.2 A5.1+/A2.1
membesar	membesar	T3+/A2.1
membesar	membesar	X3.2+/A2.1 O4.4/A2.1 N5+/A2.1
membesar-besarkan	membesar-besarkan	B5 Q2.2
membesar-besarkan	membesar-besarkan	F1 S2/E2+mf K4/S2mf
membesar-besarkan	membesar-besarkan	K4 N5.2+/Q2.1
membesar-besarkan	membesar-besarkan	N5.2+
membesar-besarkan	membesar-besarkan	N5.2+/Q2.2
membesar-besarkan	membesar-besarkan	S1.2.3+/Q2.2
membesar-besarkan	membesar-besarkan	S7.2+/Q2.2 S9
membesarkan	membesarkan	A5.1+/A2.1
membesarkan	membesarkan	E3-
membesarkan	membesarkan	I3.1/A9+
membesarkan	membesarkan	M1 N5+/A2.1 N3.2+/A2.1 S7.1+/A2.1 N3.7+/A2.1
membesarkan	membesarkan	M2 A5.1+/A2.1 E4.1+/A2.1 G2.1
membesarkan	membesarkan	M2 N5+/A2.1 A5.1+/A2.1 X3.2++ A9+ A1.1.1 A2.2 S1.1.1 F4 Q2.2 S4
membesarkan	membesarkan	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4
membesarkan	membesarkan	N3.2+/A2.1 A4.2+/Q2.1
membesarkan	membesarkan	N3.2+/A2.1 Q2.2/N5++ A4.2-/A2.1
membesarkan	membesarkan	N3.3 T1.3 A1.7- N3.2+/A2.1 N5+/A2.1 T1.3+/A2.1 A9-
membesarkan	membesarkan	N3.4+ N3.2+/A2.1+ I1.3+/A2.1
membesarkan	membesarkan	N3.7+/A2.1 N5+/A2.1 A4.2-/A2.1
membesarkan	membesarkan	N5+++ X3.2
membesarkan	membesarkan	N5+/A2.1
membesarkan	membesarkan	P1
membesarkan	membesarkan	Q2.1
membesarkan	membesarkan	Q2.2 A5.1+/A2.1
membesarkan	membesarkan	S4 F4 M1
membesarkan	membesarkan	S7.2+/Q2.2 S9
membesarkan	membesarkan	S8+ I2.2/Q2.2 S7.1+/A2.1
membesarkan	membesarkan	S9
membesarkan	membesarkan	T2+/N6+
membesarkan	membesarkan	X5.2+ T2+ S3.2+ E3-
membeset	membeset	A1.1.1 M1
membeset	membeset	A1.1.1/L2
membeset	membeset	L2/X3.2
membeset	membeset	M1
membeslah	membeslah	A1.7+
membeslah	membeslah	A9+
membeslah	membeslah	A9+ X9.2+/G3 S7.1+
membeslah	membeslah	X2.1 A5.4-/A8
membesut	membesut	A1.1.1 A5.1+/A2.1
membesut	membesut	A12-
membesut	membesut	A5.1++
membesut	membesut	B4 A5.1+/A2.1
membesut	membesut	M1/N3.8+ G1.2 G2.1- X3.3 S7.1+ A1.1.1 T2++ M3 S4 A6.3+ K4
membesut	membesut	M2 M1 M8 G2.1 S7.1-
membesut	membesut	M4 M1
membesutkan	membesutkan	A1.1.1
membesutkan	membesutkan	N5
membesutkan	membesutkan	Q2.1
membetahkan	membetahkan	A1.1.1
membetahkan	membetahkan	A3+/T2++ L1+
membetahkan	membetahkan	B5 A1.1.1 B2- S7.4+
membetahkan	membetahkan	E4.1- B2- X3 A5.1-/A2.1 S7.4+
membetahkan	membetahkan	F1/B1 X2.3+
membetahkan	membetahkan	T2++ T1.3
membetahkan	membetahkan	X9.2+ S7.1+
membetas	membetas	A1.1.1 A1.1.2
membetas	membetas	A1.1.2 M2 E3- G2.2-
membetas	membetas	A1.1.2 X3.2 X9.2+ B2-/X1 Q2.2/E4.1+
membetas	membetas	A9+ A1.1.1 F1
membetis	membetis	I1.2 N4
membetuli	membetuli	A5.3+/A2.1
membetulkan	membetulkan	A1.1.1 A5.1+/A2.1
membetulkan	membetulkan	A1.7+
membetulkan	membetulkan	A1.7+ X6+ S8+/A1.1.2- A5.1+/A2.1 X5.1+ G2.2-
membetulkan	membetulkan	A2.1+
membetulkan	membetulkan	A2.1+ I1 B5
membetulkan	membetulkan	A2.1+ P1
membetulkan	membetulkan	A4.2+/Q2.2
membetulkan	membetulkan	A5.1+/A2.1 S8+/A1.1.2- M1
membetulkan	membetulkan	A5.3+/A2.1
membetulkan	membetulkan	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-
membetulkan	membetulkan	B4
membetulkan	membetulkan	F1
membetulkan	membetulkan	G2.1
membetulkan	membetulkan	G2.1 A1.7+
membetulkan	membetulkan	H1
membetulkan	membetulkan	K2 A1.1.1 Q4.3 A2.1+
membetulkan	membetulkan	M2 S5+ A6.1+/A2.1
membetulkan	membetulkan	M6 A2.2
membetulkan	membetulkan	N3.2/A5.1+ N3.2 A1.2+ M2 B2-
membetulkan	membetulkan	N5-/A2.1 Q2.2
membetulkan	membetulkan	S8+
membetulkan	membetulkan	X5.2+ Q4.3
membetulkan	membetulkan	X5.2++
membetulkan	membetulkan	X6+
membeza-bezakan	membeza-bezakan	A6.1- X3 A5.1+
membeza-bezakan	membeza-bezakan	A6.1-/X2.2 S1.1.1
membezakan	membezakan	A6.1-
membezakan	membezakan	A6.1- X3 A5.1+
membezakan	membezakan	A6.1-/X2.2 S1.1.1
membezakan	membezakan	X2.2+ A10+ X2.5+
membezakan	membezakan	X3.4
membiak	membiak	A6.1+ A5.4- A1.1.1/N6+ S3.2/B1
membiak	membiak	F4 L2
membiak	membiak	M2
membiak	membiak	N5+++ X3.2
membiak	membiak	N5+/A2.1 N5+
membiak	membiak	T2++ F4
membiak	membiak	X9.2+ E2+
membiakkan	membiakkan	A6.1+ A5.4- A1.1.1/N6+ S3.2/B1
membiakkan	membiakkan	F4 A9+
membiakkan	membiakkan	F4 L2
membiakkan	membiakkan	T2++ F4
membiarkan	membiarkan	A1.7- A9-
membiarkan	membiarkan	A1.9
membiarkan	membiarkan	A11.1- X2.1- I3.1- S7.4+/M1 G2.1
membiarkan	membiarkan	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-
membiarkan	membiarkan	A9-
membiarkan	membiarkan	F1/B1 X2.3+
membiarkan	membiarkan	G2.2+ A10+
membiarkan	membiarkan	G2.2-
membiarkan	membiarkan	I2.2
membiarkan	membiarkan	M1 M2 A1.1.1 A1.9 A9- T2-
membiarkan	membiarkan	M1 T2- A9- E1%
membiarkan	membiarkan	Q2.2 B3 A1.8+ S7.4+/M1
membiarkan	membiarkan	S7.4+
membiarkan	membiarkan	S7.4+ I2.2/H1 T2-
membiarkan	membiarkan	S7.4+ S8+ X2.1
membiarkan	membiarkan	X2.2-
membiarkan	membiarkan	X9.2- A5.1-/A2.1
membiasakan	membiasakan	A2.1+
membiasakan	membiasakan	A6.2+
membiasakan	membiasakan	A6.2+ G1.1/A6.2+
membiasakan	membiasakan	A6.2+/A2.1
membiasakan	membiasakan	G2.1 A1.7+
membiasakan	membiasakan	O4.5 A2.1+ S1.2.5- S1.2.1+ O4.1
membiasakan	membiasakan	O4.5/A2.1
membiasakan	membiasakan	X2.2+ X2.3+
membiayai	membiayai	I1
membiayai	membiayai	I1.1
membiayai	membiayai	I1.1+/A9-
membiayai	membiayai	I1.2
membiayakan	membiayakan	I1.2 A1.5.1 T1.3
membibit	membibit	F4 A2.2
membibit	membibit	F4 K5.1
membicarakan	membicarakan	A10- M1 N3.6 S8+ I1.1 A1.8+ N5 Q2.1 A1.1.1
membicarakan	membicarakan	A2.2 S3.1 X2.5+ Q2.1
membicarakan	membicarakan	G2.1 X6
membicarakan	membicarakan	Q2.1 Q1.2
membicarakan	membicarakan	Q2.2
membicarakan	membicarakan	X3.2 X2.3+ G2.1@
membida	membida	A9- Q2.2
membidangkan	membidangkan	A1.1.1/N5.2+ X8+ B2- A1.1.1
membidangkan	membidangkan	A10- M1 N3.6 S8+ I1.1 A1.8+ N5 Q2.1 A1.1.1
membidangkan	membidangkan	A4.1
membidangkan	membidangkan	A6.1- A9-/N5.1 N2
membidangkan	membidangkan	A6.1- S3.1-
membidangkan	membidangkan	A9- Q2.2
membidangkan	membidangkan	M1/N3.8+ G1.2 G2.1- X3.3 S7.1+ A1.1.1 T2++ M3 S4 A6.3+ K4
membidangkan	membidangkan	M1/N3.8+/L2 N3.8+
membidangkan	membidangkan	M2 A1.1.1
membidangkan	membidangkan	M2 A9+ Q4 S7.4+ B1% B2-%
membidangkan	membidangkan	N3.2+/A2.1 Q2.2/N5++ A4.2-/A2.1
membidangkan	membidangkan	N3.3 T1.3 A1.7- N3.2+/A2.1 N5+/A2.1 T1.3+/A2.1 A9-
membidangkan	membidangkan	N3.4+ N3.2+/A2.1+ I1.3+/A2.1
membidangkan	membidangkan	N3.6 M1 N3.7+/A2.1 A4.2-/A2.1 T1.3 A12- A2.1+ X8+
membidangkan	membidangkan	N3.7+/A2.1 N5+/A2.1 A4.2-/A2.1
membidangkan	membidangkan	N5+++ X3.2
membidangkan	membidangkan	Q2.2 A5.1+/A2.1
membidangkan	membidangkan	S7.1-/A2.1
membidangkan	membidangkan	T1.3++
membidas	membidas	E3- G3 B2- A1.1.2 Q2.2
membidas	membidas	M1 A1.8+ X2.5+
membidas	membidas	M1/A10- A1.8+ O1.2
membidas	membidas	N5.1+
membidas	membidas	X3.2 Y2 X2.5+ S1.2.1+
membidik	membidik	A6.3+ O4.1
membidik	membidik	M3 A1.1.1 X5.2+ M2 S7.1+
membidik	membidik	X3.4
membidik	membidik	X7+
membidik	membidik	X7+ M6
membidikkan	membidikkan	M3 A1.1.1 X5.2+ M2 S7.1+
membidikkan	membidikkan	O4.4 Q2.2 M2
membidikkan	membidikkan	X7+
membidikkan	membidikkan	X7+ M6
membikin	membikin	A1.1.1
membikin	membikin	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+
membilai	membilai	A1.8+/N4
membilai	membilai	A9-
membilai	membilai	N3.7+/A2.1 T1.3+/A2.1
membilai	membilai	N5
membilai	membilai	N5++
membilai	membilai	N5+/A2.1 N2 A1.8+
membilang	membilang	N1/N4 Q1.2/N4
membilang	membilang	N2 A11.1+
membilang	membilang	N2 X7+
membilang	membilang	N5
membilang	membilang	P1 X2.4
membilang	membilang	X2.1
membilang	membilang	X2.1 X2.4 X6
membilang	membilang	X2.1 X3.4 X2.4
membilang	membilang	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ Z4 S3.2
membilangkan	membilangkan	P1 X2.4
membilangkan	membilangkan	X2.1
membilangkan	membilangkan	X2.1 X2.4 X6
membilangkan	membilangkan	X2.1 X3.4 X2.4
membilangkan	membilangkan	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ Z4 S3.2
membilas	membilas	B4
membimbangkan	membimbangkan	E6+ E2- S8+ A1.3
membimbangkan	membimbangkan	E6-
membimbangkan	membimbangkan	E6- A1.1.1 E3-
membimbangkan	membimbangkan	E6- E4.1- B2-
membimbangkan	membimbangkan	E6- L2
membimbangkan	membimbangkan	T1.1.3 N3.2+
membimbing	membimbing	A1.1.1 F1
membimbing	membimbing	A1.1.1 S1.1.1 K2 O4.1
membimbing	membimbing	A1.7+ X6+ S8+/A1.1.2- A5.1+/A2.1 X5.1+ G2.2-
membimbing	membimbing	A9- A2.2 S1.1.3+
membimbing	membimbing	F1
membimbing	membimbing	G2.1 A1.7+
membimbing	membimbing	K5.1 P1 M2
membimbing	membimbing	M1 A2.1+ A1.1.1 A9- A1.8+ Q2.1 N6+ I2.2 A1.1.2 T2- S3.2 A6.3+ B2-/X1% B1%
membimbing	membimbing	M1 M2 A1.1.1 A1.9 A9- T2-
membimbing	membimbing	M1/N3.8+ G1.2 G2.1- X3.3 S7.1+ A1.1.1 T2++ M3 S4 A6.3+ K4
membimbing	membimbing	M2 A2.2
membimbing	membimbing	N4
membimbing	membimbing	N5-/A2.1 S7.1+
membimbing	membimbing	P1
membimbing	membimbing	P1 K5.1
membimbing	membimbing	S1.1.1 T2+
membimbing	membimbing	S7.1+ A2.2 M2 A1.1.1
membimbing	membimbing	S7.1+ K5.1 M1 N5 A2.1+ A11.1+ Q1.2 T1.1.3
membimbing	membimbing	S7.1+ O4.1 S5+@
membimbing	membimbing	S8+
membimbing	membimbing	X2.4 M2 S7.1-
membimbing	membimbing	X7+ M6
membimbit	membimbit	M2
membimbit	membimbit	M2 A9+ Q4 S7.4+ B1% B2-%
membina	membina	A1.1.1
membina	membina	A1.1.2 A1.1.1 A1.9 S5- T2- E4.1-/A2.2 A2.1+ T1.3 Q2.1@
membina	membina	A2.1+
membina	membina	A2.1+ T2+ A5.1+/A2.1 N3.2+/A2.1 H1 A9+ C1
membina	membina	A5.1+ N2
membina	membina	A5.2- A1.1.1
membina	membina	A9+ N5+/A2.1
membina	membina	F4 A9+
membina	membina	G2.1 A1.7+
membina	membina	H1 A1.1.1 A5.1+/A2.1 N3.2+/A2.1
membina	membina	H1 A1.1.1 O2 X2.1
membina	membina	M2 N5+/A2.1 A5.1+/A2.1 X3.2++ A9+ A1.1.1 A2.2 S1.1.1 F4 Q2.2 S4
membina	membina	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4
membina	membina	P1
membina	membina	P1 K5.1
membina	membina	S7.1+
membina	membina	S7.1+ A1.1.1
membina	membina	S8+
membina	membina	T1.1.2/A2.1
membina	membina	T2+
membina	membina	T2+ A2.1+ A1.8+ A3+ A1.1.1
membina	membina	T2+ X6+
membina	membina	X2.1 Q2.2
membina	membina	X2.1/T1.1.1 H1/N6+ S7.1+/A2.1 A1.1.1
membinasakan	membinasakan	A1.1.2
membinasakan	membinasakan	A1.1.2 F1
membinasakan	membinasakan	A1.1.2 I1.1---
membinasakan	membinasakan	A1.1.2 S8-
membinasakan	membinasakan	A9- E3/L1-
membinasakan	membinasakan	M1/N3.8+
membinasakan	membinasakan	M2
membinasakan	membinasakan	N5.2+ X9.2- N3.2-/A2.1
membinasakan	membinasakan	O4.4 Q2.2 M2
membinasakan	membinasakan	T2- A1.1.2 G2.1/T2-
membincangkan	membincangkan	Q2.1
membincangkan	membincangkan	Q2.1 Q1.2
membincangkan	membincangkan	Q2.2
membincangkan	membincangkan	X2.1 X2.4 X6
membingkaikan	membingkaikan	A1.1.1 X6+ Q2.1 G2.1/A5.2-
membingkas	membingkas	A1.7+ M1/N3.8+ F1/B1@ N3.2++/A2.1@
membingkas	membingkas	M1 M2 I1.2
membingkas	membingkas	O4.5 A1.1.1
membingkas	membingkas	S1.1.1 S1.2.5+/A2.1
membingungkan	membingungkan	A1.1.1 S7.3
membingungkan	membingungkan	A12-
membingungkan	membingungkan	E4.1- E5-
membingungkan	membingungkan	E5-
membingungkan	membingungkan	E6-
membingungkan	membingungkan	O4.1 X2.5-
membingungkan	membingungkan	X2.5-
membingungkan	membingungkan	X2.5- I3.1
membinjat	membinjat	A5.4- G2.2-
membinjat	membinjat	A9-
membinjat	membinjat	B1
membinjat	membinjat	G2.1-/A9+
membinjat	membinjat	M1 N5+/A2.1 N3.2+/A2.1 S7.1+/A2.1 N3.7+/A2.1
membinjat	membinjat	M2
membinjat	membinjat	M2 A5.1+/A2.1 E4.1+/A2.1 G2.1
membinjat	membinjat	M2 M1 S2/N5+
membinjat	membinjat	M2 N5+/A2.1 A5.1+/A2.1 X3.2++ A9+ A1.1.1 A2.2 S1.1.1 F4 Q2.2 S4
membinjat	membinjat	M2/M5 A9+/M5
membinjat	membinjat	Q2.2- A1.7+/Q2.1 B1 E4.1+ B3 A1.7+/L2 A10-
membinjat	membinjat	X3.2 G2.1-/F4 M1
membintangi	membintangi	Q1.2 K4/A11.1+
membintangi	membintangi	X9.2+/S7.3 X9.2+/G3 A9+
membiru	membiru	I1.2
membirukan	membirukan	I1.2
membisiki	membisiki	G2.1- S8+
membisikkan	membisikkan	B1
membisikkan	membisikkan	Q2.1/X3.2-
membisikkan	membisikkan	Q2.2/X3.2- X3.2-
membisikkan	membisikkan	S8+
membisingkan	membisingkan	A1.1.1 X3.2
membisingkan	membisingkan	X3.2
membisingkan	membisingkan	X3.2-
membisu	membisu	S4f
membisu	membisu	X3.2- N5-
membius	membius	A1.1.1/E3+
membius	membius	B3
membius	membius	E3+
membius	membius	E5-
membius	membius	E5- B2-@
membius	membius	T2-
membius	membius	X2.5-
memblokade	memblokade	S8-
memblokir	memblokir	S8-
membobok	membobok	A1.1.1
membobok	membobok	A1.1.2 A1.1.1
membobok	membobok	O2 X3.2 N5+/A2.1 F1
membobok	membobok	W3 T2+ E3- B1 B2
membobos	membobos	G2.1-
membobos	membobos	M1 A1.8+ X2.5+
membocorkan	membocorkan	A1.1.1 A1.1.2
membocorkan	membocorkan	A1.7- A1.1.2 A10+/Q2.2
membocorkan	membocorkan	N3.7+/A2.1 N5+/A2.1 A4.2-/A2.1
membocorkan	membocorkan	Q2.1
membocorkan	membocorkan	Q2.2 A10+
membocorkan	membocorkan	Q2.2/E2-
membodohkan	membodohkan	G2.2-/A5.2-
membodohkan	membodohkan	I1.3- A11.1-
membogelkan	membogelkan	B5- A1.1.1 A9-
membogelkan	membogelkan	Z1mf
membohongi	membohongi	A5.2- M1 T2++ M6 A3+
membohongi	membohongi	A5.2-/Q2.2
membohongi	membohongi	E4.1+ A5.2-
membohongi	membohongi	F1
