lemma	semantic_tags
mementung	K1 E3- S5+
memenuhi	A1.1.1 X5.1+
memenuhi	A9+ T1.3 C1 A1.1.1 M2 S7.1- A2.1+ X2.4 S6+ S7.4+ N3 A2.1+ P1 M1 X2.5+ F1@ F2@ Q1.2@ B3@
memenuhi	A9+ X9.2+
memenuhi	A9- A6.1+
memenuhi	B4- B2-
memenuhi	E4.2+ A1.2+
memenuhi	H4 A1.5.1 G3 X5.1+ A1.1.1 T1.3
memenuhi	N5++
memenuhi	N5.1+ I3.1 Q1.2@
memenuhi	N5.1+ O1.2
memenuhi	N5.1+ O1.2 B1
memenuhi	Q2.2 S1.1.1
memenuhi	S3.1 M6 A1.1.1 X9.2+ A6.1+
memenuhi	W4 N5+
memenuhi	X9.2+
memenuhkan	N5.1+ I3.1 Q1.2@
memenuhkan	O4.1 M1
memenuhkan	S3.1 M6 A1.1.1 X9.2+ A6.1+
memenyekkan	M2 N5- T2- A1.1.2 S7.1+
memenyekkan	O4.4 S1.2.3-%
memepak	F1/B1 X2.1
memepas	K5.1/L2 F4/M4 X2.4
memepas	M6 S5+
memepas	O4.4 K5.1 X4.1
memepas	O4.4 S5+
memepet	A1.7+ S7.1+ M3
memerah	A1.1.1 X8+ S7.1+ E6-
memerah	A1.1.2/O4.4
memerah	A9+/G2.2-
memerah	E1/B1
memerah	F4 A9+
memerah	M2 A9+
memerah	M2 M2/O1.2 N5- A9+/S7.1+ F1
memerah	M2 N5- T2- A1.1.2 S7.1+
memerah	N3.4- N3.7- T1.3-
memerah	O4.3
memerah	Q1.1 B1%
memerah	S7.1+
memerahkan	E1/B1
memerahkan	O4.3
memerai	A1.1.1
memerai	A1.1.2
memeram	X3.2
memerang	A1.1.1
memerang	L2
memerang	O4.3
memerangi	X8+ G3 E3-
memerangkan	O4.3
memerangkap	A1.7+ A9+ S3.2%
memerangkap	A9+
memerangkap	A9+ A1.7+ G2.1 A10+ T2- A1.1.1 X3 T4 M3
memerangkap	A9+ X5.2+
memeranjatkan	B2- S1.2.6-
memeranjatkan	E2- A1.1.1 M2
memeranjatkan	E3- G3
memeranjatkan	E4.1- E5-
memeranjatkan	E5-
memeranjatkan	E5- S1.2.4-
memeranjatkan	E6-
memeranjatkan	G2.2-
memeranjatkan	M1 N4 E5- N4 A12-
memeranjatkan	O4.2-
memeranjatkan	X2.6-
memeranjatkan	X2.6- A6.2-
memerankan	A9+/G2.2-
memerankan	C1 Q2.2
memeras	A1.1.1
memeras	A1.1.2/O4.4
memeras	A9+/G2.2-
memeras	G2.1-
memeras	G2.2- A1.5.1
memeras	M2 M2/O1.2 N5- A9+/S7.1+ F1
memeras	M2 N5- T2- A1.1.2 S7.1+
memeras	N3.4- N3.7- T1.3-
memeras	O1.2 B4
memeras	S7.1+
memerban	S6+ A1.7+ A2.2 A1.1.1
memercik	A1.1.1
memercik	M1 N3.6+/A2.1
memerciki	A1.1.1
memerciki	F1 O4.6+
memercikkan	A1.1.1
memercikkan	M4 X3.2/O1.2 O1.2/N5- Q4.2/A11.2+
memerdekakan	A1.7-
memerdekakan	A1.7- A9-
memerdekakan	A10+ S8+
memerdekakan	A2.1+ M2
memerdekakan	A9-
memerdekakan	G2.2+ A10+
memerdekakan	S6-
memerdekakan	S6- A1.7-
memerhatikan	Q2.1 Q1.2
memerhatikan	X3.4+ A11.2+ Q2.2 X2.2+ S1.2.4+ G2.1
memeriahkan	S8+
memeriahkan	X5.2+/A2.2
memerihalkan	Q2.2
memerihkan	A12-
memerikan	A10+ C1 X2.4 Q2.1
memerikan	Q2.2
memerikan	Q2.2 S7.1-
memerikan	X2.2+ A10+ X2.5+
memerikan	X2.4
memeriksa	A1.1.1 B3
memeriksa	A1.7+
memeriksa	A10- Q4.3 X2.4 B3
memeriksa	A2.1+/G2.2- S7.1+ A1.1.1
memeriksa	A2.2 A7+ X6+
memeriksa	A5.1 A4.1
memeriksa	A5.3+/A2.1
memeriksa	E5-
memeriksa	G2.1
memeriksa	I2.1 P1%
memeriksa	P1 B3 X2.4 A12-
memeriksa	Q2.2
memeriksa	S1.1.1 M1
memeriksa	S7.1+ A1.7+
memeriksa	S7.1+ Q1.2 X6+
memeriksa	X2.3+ P1
memeriksa	X2.4
memeriksa	X2.4 A1.1.1
memeriksa	X2.4 B3
memeriksa	X2.4 B3 P1
memeriksa	X2.4/A5.3
memeriksa	X2.4/A5.3 A15 Q1.2 T2- M5
memeriksa	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ Z4 S3.2
memeriksa	X9.1+
memeriksai	A1.1.1 B3
memeriksai	A2.1+/G2.2- S7.1+ A1.1.1
memeriksai	I2.1 P1%
memeriksai	Q2.2
memeriksai	S1.1.1 M1
memeriksai	S7.1+ A1.7+
memeriksai	X2.4
memeriksai	X2.4/A5.3
memeriksai	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ Z4 S3.2
memeriksai	X9.1+
memeringkatkan	A5.1
memerintah	A1.1.1
memerintah	A1.7+/G1.1 A1.1.1
memerintah	A2.1+/G2.2- S7.1+ A1.1.1
memerintah	A5.1
memerintah	G1.1 Q2.2
memerintah	I2.2 Q2.2
memerintah	L2 A1.5.1
memerintah	M6 Q2.2 S7.1+ K4
memerintah	N5++ A11.1+ A11.2+
memerintah	S7.1+
memerintah	S7.1+ A1.1.1
memerintah	S7.1+ A1.7+
memerintah	S7.1+ A11.1+ A11.2+
memerintah	S7.1+ A2.2 M2 A1.1.1
memerintah	S7.1+ Q1.2 X6+
memerintah	S7.1+ X9.1+
memerintah	S7.1+/Q2.2 I2.2/Q2.2
memerintah	S9 X6+ G2.1
memerintah	T2- Q1.2 S3.2
memerintahi	S7.1+ A1.7+
memerintahi	S7.1+ A11.1+ A11.2+
memerintahkan	A1.7+/G1.1 A1.1.1
memerintahkan	I1.3 O3 G2.1 M1 G3%
memerintahkan	N5++ A11.1+ A11.2+
memerintahkan	Q2.2
memerintahkan	S7.1+ A1.1.1
memerintahkan	S7.1+ A1.7+
memerintahkan	S7.1+ Q1.2 X6+
memerintahkan	S7.1+ X9.1+
memerintahkan	S7.1+/Q2.2 I2.2/Q2.2
memerintahkan	S9 X6+ G2.1
memerlukan	A2.2 A1.8+
memerlukan	A9+ T1.3 C1 A1.1.1 M2 S7.1- A2.1+ X2.4 S6+ S7.4+ N3 A2.1+ P1 M1 X2.5+ F1@ F2@ Q1.2@ B3@
memerlukan	I1.3 I1.2
memerlukan	Q2.2
memerlukan	Q2.2 S6+ X7+
memerlukan	S6+
memerlukan	S7.1+ X9.1+
memerlukan	X7+ S6+ A7+ S3.2 A9-
memermak	A2.1+
memermak	A2.1+ I1 B5
memermak	A9/S1.1.2+ A2.1+
memermak	M6/A2.1+ A9- I3.1/A2.1+ Y2 M3 M4 M5
memermak	N3.3+/A2.1 N5+/A2.1 O4.3
memermak	X9.2+/S7.3 X9.2+/G3 S7.1+ E3- A1.1.1 A5.1++ B1
memerosotkan	N5-/A2.1
memertal	Q3 A2.1+
memeruk	A1.1.1 N5+ A1.8+ B3
memerum	X2.5+
memesongkan	A10- A2.1+ M6/A2.1
memesongkan	A5.2-
memesongkan	M2 M1 O4.4 A2.1+
memesongkan	M2 X5.1-
memesongkan	X5.1-
memestakan	X3.4 Q2.1 S7.1-@
memesukkan	O4.4
memesyuaratkan	S7.1+ A1.1.1
memetakan	Q1.2 A6@
memetakan	Q1.2 Q2.2
memetakan	Q1.2/N2
memeterai	A1.7+ X6+ F1
memetik	A1.1.1 M2
memetik	A1.1.1 T1.1.2 A8 K4
memetik	A1.1.2 A1.1.1 X3.2 Q2.2 C1
memetik	A9+ A1.1.1 F1
memetik	A9+ N5+/A2.1
memetik	F1
memetik	F4 A9+
memetik	I1/A1.4 X2.6+
memetik	K1 K5.1 K5.2 K2 K3 A1.1.1 K6
memetik	L3 F1
memetik	M1/N3.8- S3.2 A1.1.1/N3.8-
memetik	M2 A2.2
memetik	N5.1-
memetik	Q2.2 I1.3
memetik	S3.1 M6 A1.1.1 X9.2+ A6.1+
memetik	X2.1 A1.1.1
memetik	X7+ A1.1.1
memetir	N5+++ X3.2
memetir	W4 X3.2+ Q2.2 E3-
memfaalkan	Q2.2/T1.1.3/S9 X2.6+
memfailkan	Q1.2 A1.1.1
memfantasikan	A5.2-
memfiksyenkan	Q2.2/N6+
memfilemkan	C1
memfilemkan	Q4.3
memfitnah	E2-/Q2.2
memfitnah	E3-
memfitnah	Q1.2/A5.2- Q1.2/A1.1.2 G2.1-
memfitnah	Q2.2/A5.2- Q2.2/A5.1- G2.2-
memfokuskan	X2.1
memfokuskan	X5.1+ I2.2% M6 N5+ O1.2 W3/I4
memfokuskan	X5.1+ X3.4 A4.2+
memformalkan	Q2.2
memformulasikan	X2.1 Q2.2
memfoto	C1
memfoto	Q4.3
memfotokopi	Q1.2/A5.4-
memiagamkan	I2.2
memial	M2 M1 O4.4 A2.1+
memiara	A5.1+/A2.1
memiara	I3.1/A9+
memiara	M1 N5+/A2.1 N3.2+/A2.1 S7.1+/A2.1 N3.7+/A2.1
memiara	M2 A5.1+/A2.1 E4.1+/A2.1 G2.1
memiara	M2 N5+/A2.1 A5.1+/A2.1 X3.2++ A9+ A1.1.1 A2.2 S1.1.1 F4 Q2.2 S4
memiara	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4
memiara	S4 F4 M1
memiara	S8+ I2.2/Q2.2 S7.1+/A2.1
memiara	T2+/N6+
memiara	X5.2+ T2+ S3.2+ E3-
memiawaikan	A6.2+/A2.1
memicagari	O2
memicakan	A1.9
memicingkan	B1
memicit	A1.1.1 X8+ S7.1+ E6-
memicit	B3 A2.1+/G2.1-
memicit	E3-
memicit	E3- N3.2- G2.1-/A9+
memicit	M2 N5- T2- A1.1.2 S7.1+
memicit	N3.4- N3.7- T1.3-
memicit	N3.5 X2.1 E6- A2.1+
memicit	S7.4- A10-
memihak	A5.1+
memihak	E2++
memihak	M2 A9+ M1
memijak-mijak	A1.1.1 M1
memijak-mijak	E3- S7.1+
memijakkan	A1.1.1 M1
memijar	O4.3
memijar	O4.6+ E1 A1.5.1
memijar	O4.6+ E3- A11.2+
memijat	B3 A2.1+/G2.1-
memijit	B3 A2.1+/G2.1-
memikat	A9+
memikat	O4.2+ S3.2
memikat	O4.2+ S3.2 O3
memikat	O4.2+ S3.2 X5.2+
memikat	O4.2+ S9%
memikat	S3.2
memikat	S3.2 A2.2
memikat	S3.2 O4.2+
memikat	S8-
memikat	X5.2+
memikat	X5.2+ S9
memikir	X2.1
memikir-mikirkan	X2.1
memikirkan	A5.2- X2.1
memikirkan	E6- L2
memikirkan	K1 S1.1.1 S7.4+
memikirkan	P1 X2.4
memikirkan	X2.1
memikirkan	X2.1 A5.2-
memikirkan	X2.1 B1%
memikirkan	X2.1 L2
memikirkan	X2.1 X2.4 X6
memikirkan	X2.1 X6
memikirkan	X2.2+
memikirkan	X2.4
memikirkan	X2.6+
memikirkan	X2.6+ B1
memikirkan	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ Z4 S3.2
memikirkan	X7+
memikul	A1.1.1 Q2.2
memikul	A9+ X2.5+ S1.2.1+ S7.4+
memikul	E4.1- B2- X3 A5.1-/A2.1 S7.4+
memikul	F1/B1 X2.3+
memikul	M2
memikul	M2 A1.1.1 A9+ X2.1 S7.1+/A1.7+
memikul	M2 A9+ Q4 S7.4+ B1% B2-%
memikul	M2 E2+ A8 A9+ A1.1.1 M6 B1@
memikul	M2 E3- A9+
memikul	S3.1 M6 A1.1.1 X9.2+ A6.1+
memikul	X2.1 A5.4-/A8
memilih	A1.2+ I3.2+/P1 X9.2+/K5 A1.7+ S1.2.5-/A2.1 Q2.2 Q3
memilih	A2.1+
memilih	A9+ T1.3 C1 A1.1.1 M2 S7.1- A2.1+ X2.4 S6+ S7.4+ N3 A2.1+ P1 M1 X2.5+ F1@ F2@ Q1.2@ B3@
memilih	G1.2
memilih	G1.2/X7+
memilih	K4 A4.1 M2 G1.2 S9 A9- A1.1.1
memilih	M1 A9- N6
memilih	Q2.2
memilih	S7.1+
memilih	X7+
memilih	X7+ A1.1.1
memiliki	A1.1.1
memiliki	A2.2 Q2.2
memiliki	A9+
memiliki	A9+ E1 S9%
memiliki	A9+ N6+ T2++ A1.7+ A2.2 F4 S8+ H4
memiliki	A9+ S5+
memiliki	A9+ X2.5+ S1.2.1+ S7.4+
memiliki	A9+ Z5 A2.2 S4
memiliki	E4.1- B2- X3 A5.1-/A2.1 S7.4+
memiliki	M2 A1.1.1 A9+ X2.1 S7.1+/A1.7+
memiliki	M2 A9+ Q4 S7.4+ B1% B2-%
memiliki	M2 E2+ A8 A9+ A1.1.1 M6 B1@
memiliki	M2 Q2.1 X9.2+ B3 S9%
memiliki	X2.2+ S3.2/B1%
memiliki	X3 A1.1.1
memiliknegarakan	G1.1
memilin	A2.2
memilin	K5.1 E3- A1.1.1/A12-
memilin	M2
memilin	M2 M1 B1 O4.4
memilin	M2 M1 O4.4 A2.1+
memilin	M2/B1
memilin	O2
memilin	O2/F4
memilukan	A2.1+ A5.4-/A8
memilukan	E4.1-
memilukan	M2 M1 A2.1+ E1 H4/A2.1
memilukan	X3.3 M6 Q2.2 E1 E2-
memilukan	X5.1- A2.1+
memimpikan	X2 X2.1 X7++
memimpin	A1.1.1 S1.1.1 K2 O4.1
memimpin	A1.7+
memimpin	A9+
memimpin	A9- A2.2 S1.1.3+
memimpin	M1 A2.1+ A1.1.1 A9- A1.8+ Q2.1 N6+ I2.2 A1.1.2 T2- S3.2 A6.3+ B2-/X1% B1%
memimpin	M1 M2 A1.1.1 A1.9 A9- T2-
memimpin	M1/N3.8+ G1.2 G2.1- X3.3 S7.1+ A1.1.1 T2++ M3 S4 A6.3+ K4
memimpin	M2 A1.1.1 A9+ X2.1 S7.1+/A1.7+
memimpin	M2 A2.2
memimpin	M2 A9+ Q4 S7.4+ B1% B2-%
memimpin	N4
memimpin	N5-/A2.1 S7.1+
memimpin	S1.1.1
memimpin	S7.1+
memimpin	S7.1+ A11.1+ A11.2+
memimpin	S7.1+ A2.2 M2 A1.1.1
memimpin	S7.1+ K5.1 M1 N5 A2.1+ A11.1+ Q1.2 T1.1.3
memimpin	S8+
meminang	A10+ X7+ X2.6+ M2 O4.4 X3.2 Q2.2 X2.1
meminang	Q2.2/X7+ X4.1 G1.2 Q2.2/S4
meminang	X7+ M6
meminang	X7+/Q2.2
meminati	E6- A1.8+ S1.1.3+
meminati	X5.2+
memincangkan	B2- A1.1.2
meminda	A2.1+
meminda	A2.1+ I1 B5
meminda	A5.3+/A2.1
memindahi	A1.1.1 N3.6+/A2.1 N3.3+/A2.1 N5+/A2.1 N5 T1.3
memindahi	M1 M2
memindahi	M2 A1.1.1
memindahi	M2 M1
memindahkan	A1.1.1 N3.6+/A2.1 N3.3+/A2.1 N5+/A2.1 N5 T1.3
memindahkan	A1.1.1 T1.1.2 A8 K4
memindahkan	A2.1+ A5.4-/A8
memindahkan	A2.2 X5.2+
memindahkan	A9-
memindahkan	B2-
memindahkan	B3 M2@
memindahkan	F2
memindahkan	M1
memindahkan	M1 A2.1+ A1.1.1 A9- A1.8+ Q2.1 N6+ I2.2 A1.1.2 T2- S3.2 A6.3+ B2-/X1% B1%
memindahkan	M1 M2
memindahkan	M2
memindahkan	M2 A1.1.1
memindahkan	M2 A2.2
memindahkan	M2 M1
memindahkan	M2 M1 A2.1+ E1 H4/A2.1
memindahkan	M6/A2.1+ A9- I3.1/A2.1+ Y2 M3 M4 M5
memindahkan	N5.1- M2 B1
memindahkan	O4.3 M2 Q2.1
memindahkan	Q2.1 M2
memindahkan	S5- A10+
memindai	I2.1 P1%
memindai	X2.4
memindai	X3.4/N3.8+ X2.4/N3.8+ Y1/B3 Y2 Q3%
meminggiri	M7/G1.1 M6
memingit	A10-
meminimumkan	N5---
meminjam	A9+
meminjam	A9+ S4
meminjam	I2.2/M2 Q1.1
meminjam	X2.1 A5.4-/A8
meminjami	A9-
meminjamkan	A9-
meminjamkan	M1 A5.1+/A2.1+ I1.1 T4+ S8+ X2.1
meminta	A2.2
meminta	A2.2 Q2.2
meminta	A9+
meminta	I2.2 Q2.2
meminta	M2 M1 O4.4 A1.1.1 A2.1+ O4.2-
meminta	M2 N5+/A2.1 A5.1+/A2.1 X3.2++ A9+ A1.1.1 A2.2 S1.1.1 F4 Q2.2 S4
meminta	O4.2+ Q2.2 G2.1 E2+
meminta	Q2.2
meminta	Q2.2 A1.5.1 A1.2+ A1.8+ S7.1+
meminta	Q2.2 G2.1-
meminta	Q2.2 Q2.1
meminta	Q2.2 S1.1.1 Q1.3 S9%
meminta	Q2.2 S6+ X7+
meminta	Q2.2/E6-
meminta	S6+
meminta	S7.1+ X9.1+
meminta	X2.4
meminta	X7+ S3.2
meminta	X7+ S6+ A7+ S3.2 A9-
meminta-minta	M1
meminta-minta	Q2.2 G2.1-
meminta-minta	Q2.2/E6-
memintal	A2.2
memintal	M1 M2
memintal	M1 M2 B4 C1
memintal	M2 M1 B1 O4.4
memintal	M2 M1 O4.4 A2.1+
memintal	M2/B1
memintal	O2/F4
memintas	A1.1.1
memintas	A1.1.1 N5-/A2.1 T2- M1 Q4.3 K5.1 B1 F3
memintas	A5.1++
memintas	B3
memintas	M1 A9- M2 K5.1 T1.3 T2- X9.2+ N5.2+ S7.4+ A5.4+/A8
memintas	Q2.2 X7- T2-
memintas	S8-
memintasi	Q2.2 L3
memintasi	X9.1+++
meminum	A1.1.1 T1.3+ X2.3+ X5.2+
meminum	F2/B1
meminyaki	A1.1.1
meminyaki	A1.1.1 F1
meminyaki	O4.5
meminyaki	S9
memipihkan	O4.4 S1.2.3-%
memipis	A1.1.1 X3.2 M2 F1 A1.1.1/O4.5 X8+ K1
memipis	M2 N5- T2- A1.1.2 S7.1+
memipis	S3.2
memirik	A1.1.1 X3.2 M2 F1 A1.1.1/O4.5 X8+ K1
memirik	B4
memiringkan	A6.2+ A8 S8+ X5.1+
memiringkan	G3 M2
memiringkan	M1
memiringkan	M1 N4 E5- N4 A12-
memiringkan	M2 M1 A2.2@
memiringkan	M6 S5+
memiringkan	O4.4
memiringkan	O4.4 S5+
memiringkan	Q1.2 N4 M4
memiringkan	Z1
memisah	A6.1- A9-/N5.1 N2
memisah	A6.1- S3.1-
memisahkan	A1.1.1
memisahkan	A1.1.1 A1.1.2
memisahkan	A1.1.1 N5-/A2.1 T2- M1 Q4.3 K5.1 B1 F3
memisahkan	A1.1.1 T2-
memisahkan	A1.1.1 X6+ Q2.1 G2.1/A5.2-
memisahkan	A1.1.2 A1.1.1 A1.9 S5- T2- E4.1-/A2.2 A2.1+ T1.3 Q2.1@
memisahkan	A1.1.2 M2 E3- G2.2-
memisahkan	A1.7+
memisahkan	A1.7+ S6+ A7+++
memisahkan	A1.7-
memisahkan	A4.1
memisahkan	A6.1-
memisahkan	A6.1- A1.8- A2.2/E2-
memisahkan	A6.1- A1.8- S5- A10+
memisahkan	A6.1- A9-/N5.1 N2
memisahkan	A6.1- S3.1-
memisahkan	A6.1- X3 A5.1+
memisahkan	A6.1-/X2.2 S1.1.1
memisahkan	G2.1- A1.1.1
memisahkan	H2
memisahkan	M1
memisahkan	M2/A6.1- E6
memisahkan	M6 A1.8+ A10- G3
memisahkan	M7/G1.1 M6
memisahkan	N5+ A2.1+
memisahkan	Q2.2
memisahkan	S5-
memisahkan	T2- O3 Q1.3
memisalkan	A1.1.1 T1.1.2 A8 K4
memisalkan	A3+ A1.8+ A1.1.1
memisalkan	A4.1
memisalkan	A9- A2.2 Q2.2 S1.1.3+ Q4.3 O4.1 K4
memisalkan	K4 A1.1.1 A5.4-
memisalkan	Q1.1 A6.2+ S1.1.3 A5.4- K4
memisalkan	Q1.2 A6@
memisalkan	S8+ G3 G2.1c Q2.2 K5.1 S7.3+
memisalkan	X2.1
memisalkan	X2.1 A5.4-/A8
memisalkan	X2.1 X7+
memisalkan	X2.6+ I2.1
memisit	M2 A1.1.1 A9- Q2.2 S8+ B3
memisit	Q2.1
memisit	Q2.2
memiskinkan	A9-
memiskinkan	I1.1- A5.1-
memiskinkan	I1.1-/S2mf
memiting	X6+
memo	Q1.2
memobilisasi	A1.5.1 G3
memobilisasikan	A1.5.1 G3
memodenkan	A1.1.1 S7.1+
memodenkan	T2+/N6+
memodifikasi	A2.1+
memodifikasi	A2.1+ I1 B5
memohon	I2.2 Q2.2
memohon	M2 M1 A2.1+ E1 H4/A2.1
memohon	M2 M1 O4.4 A1.1.1 A2.1+ O4.2-
memohon	M2 N5+/A2.1 A5.1+/A2.1 X3.2++ A9+ A1.1.1 A2.2 S1.1.1 F4 Q2.2 S4
memohon	O4.2+ Q2.2 G2.1 E2+
memohon	Q2.2
memohon	Q2.2 A1.5.1 A1.2+ A1.8+ S7.1+
memohon	Q2.2 G2.1-
memohon	Q2.2 Q2.1
memohon	Q2.2/E6-
memoles	A1.1.1 M2 G2.1-/Q2.2
memoles	B4
memoles	B4 A5.1+/A2.1
memolok	A1.7+ M1/N3.8+ F1/B1@ N3.2++/A2.1@
memolok	A9+ X2.5+ S1.2.1+ S7.4+
memolok	B1 X2.1/A7+ A10-/E1
memolok	F1 N5.1+
memolok	F1 X3.2/L2
memolok	M2 X5.2+
memolok	X3.2 M1
memompa	M2 A1.1.1 A9- Q2.2 S8+ B3
memompokan	P1
memondok	H4 M8 M2 Q2.2
memonopoli	A9+/T1.3+
memonopoli	S7.1+ S5-
memonten	A5.1
memonten	A5.1 A4.1
memonten	A6.1- X3 A5.1+
memonten	B2- A1.1.2
memonten	G2.2-/A10+ S9%
memonten	K5 A5.1 N3.1 X9.2+ A1.1.1
memonten	M2 M6 O4.5 O4.1 W4 A1.1.1 B3 B4 X6+ S6+ K2 Q4.3
memonten	O4.1 Q1.2 A5.1
memonten	Q1.2 X2.2+ Q2.2 Y2
memonten	Q3 T2- A11.1+
memonten	S1.1.1
memonten	X2.4/A5.3 A15 Q1.2 T2- M5
memonten	X3.4+ A11.2+ Q2.2 X2.2+ S1.2.4+ G2.1
memorabilia	T1.1.1/O2
memorandum	Q1.2
memori	X2 X2.2+ S7.2+ Y2
memorial	O2 A10+
memotong	A1.1.1
memotong	A1.1.1 F1
memotong	A1.1.1 N5-/A2.1
memotong	A1.1.1 N5-/A2.1 T2- M1 Q4.3 K5.1 B1 F3
memotong	A1.1.1 N5-/A2.1 T2- Q4.3 K5.1 B1
memotong	A1.1.1 T2-
memotong	A1.1.1 X2.5+ Y2 K5.1
memotong	A1.1.2
memotong	A1.1.2 N5-/A2.1
memotong	A10-
memotong	A5.1++ N5.2+
memotong	B2-/S3.2-
memotong	B3
memotong	B4 A1.1.1 N5-/A2.1
memotong	E3-
memotong	F4
memotong	F4 A1.1.1
memotong	F4 A9+
memotong	I2.2 E3-
memotong	I3.1- E3- A1.1.1 A11.2+ A8 E2+ X3.2 A9+
memotong	L1- A12- A1.5.1 E4.1-/A2.2
memotong	L1- F1%
memotong	L1- S7.1+ A1.1.2
memotong	M1 A9- M2 K5.1 T1.3 T2- X9.2+ N5.2+ S7.4+ A5.4+/A8
memotong	M1 N5-/A2.1 S7.1- L1- A1.8+ G2.2- X9.2- K5.2
memotong	M2 A7+ A10+ I1.1 B4 O4.1
memotong	M4 A9-
memotong	N2
memotong	N3.2-/A2.1 E2-@
memotong	N3.7-/A2.1
memotong	N5-/A2.1 N3.2-/A2.1 A12-/A2.1 A2.2 F1
memotong	Q1.2 A1.1.2
memotong	Q1.2 Q4
memotong	Q2.2 X7- T2-
memotong	Q4/S7.4-
memotong	S7.4-
memotong	T2- O3 Q1.3
memotong	X2.5+
memotong	X3.2 M1
memotong-motong	O4.4 A6.1+ N2 S7.4
memotret	C1
memotret	C1 Q2.2
mempamerkan	A10+
mempamerkan	A10+ A15- G2.2-/S3.2
mempamerkan	A10+ M6 Q1.1/M3
mempamerkan	A10+ S1.1.1
mempamerkan	Q1.2 M2 I3.1
memparafrasa	Q3
mempatgulipat	A9+/G2.1-
mempedulikan	E6+ E2- S8+ A1.3
mempedulikan	E6-
mempedulikan	E6- E2+ S8+ B3 X7+
mempedulikan	Q2.2 Q1.2
mempedulikan	X2.1 X6
mempedulikan	X3.2
mempedulikan	X5.1+
mempelai	B4 P1
mempelajari	A2.2 A7+ X6+
mempelajari	P1
mempelajari	P1 X2.4
mempelajari	X2.2+
mempelajari	X2.3+ P1
mempelajari	X2.4
mempelam	F1 L3
mempelawa	A9+ S5+
mempelawa	A9- Q2.2
mempelawa	A9-/X7+ Q2.2
mempelawa	Q2.2
mempelbagaikan	A6.1- A6.3+ A2.1+
mempelbagaikan	A6.3+
mempelopori	T2+
mempengapakan	E3-
mempengaruhi	A1.1.1
mempengaruhi	A1.1.1 S1.1.1 K2 O4.1
mempengaruhi	A1.8+
mempengaruhi	A2.1+ A5.4-/A8
mempengaruhi	A2.2 A2.1+
mempengaruhi	A2.2 A7+ X6+
mempengaruhi	A2.2/E2++
mempengaruhi	A9- A2.2 S1.1.3+
mempengaruhi	E3-
mempengaruhi	E3- A1.1.1
mempengaruhi	M1 A2.1+ A1.1.1 A9- A1.8+ Q2.1 N6+ I2.2 A1.1.2 T2- S3.2 A6.3+ B2-/X1% B1%
mempengaruhi	M1 M2
mempengaruhi	M1 M2 A1.1.1 A1.9 A9- T2-
mempengaruhi	M1 M5
mempengaruhi	N5.1+ O1.2 B1
mempengaruhi	O4.2+ S3.2
mempengaruhi	O4.2+ S9%
mempengaruhi	S7.1+ A2.2 M2 A1.1.1
mempengaruhi	X5.2+
mempengaruhi	X5.2+ A11.1+ A1.1.1
mempengerusikan	N5-/A2.1 S7.1+
mempengerusikan	S7.1+
memperadabkan	P1
memperadabkan	P1 A5.1+ O4.2+ S1.2.4+
memperagakan	A10+ A15- G2.2-/S3.2
memperagakan	A5.4- A10+ C1
memperakui	Q2.2/A5.2+ A10+/A5.2+
memperakui	S7.4+ A10+
memperakukan	Q2.2
memperakukan	S7.4+ A10+
memperalat	A1.5.1 S7.1+
memperalat	A10-
memperalat	A2.1+/G2.2- S7.1+ A1.1.1
memperalat	G2.2- M4 A1.1.1
memperalati	A9 X9.1+
memperamat	N3.2+/A2.1
memperasakan	F1
memperbadankan	A1.8+ S5+
memperbaik	A5.1++
memperbaiki	A1.1.1
memperbaiki	A11.1+/A2.1 A5.1+/A2.1
memperbaiki	A2.1+
memperbaiki	A2.1+ C1 A9-
memperbaiki	A2.1+ P1
memperbaiki	A5.1++
memperbaiki	A5.1+++
memperbaiki	A5.1+/A2.1 S8+/A1.1.2- B2+/A2.1
memperbaiki	A5.1+/A2.1 S8+/A1.1.2- M1
memperbaiki	A5.1+/A2.1/H1
memperbaiki	A5.3+/A2.1
memperbaiki	B4 A5.1+/A2.1
memperbaiki	G2.1
memperbaiki	H1
memperbaiki	H5/A2.1
memperbaiki	M2 A5.1+/A2.1 E4.1+/A2.1 G2.1
memperbaiki	M2 N5+/A2.1 A5.1+/A2.1 X3.2++ A9+ A1.1.1 A2.2 S1.1.1 F4 Q2.2 S4
memperbaiki	S8+ I2.2/Q2.2 S7.1+/A2.1
memperbandingkan	A6.1 A5.1 Q3
memperbanyak	B5 Q2.2
memperbanyak	M2 A1.1.1
memperbanyak	N2 N5+/A2.1
memperbanyak	N3.2+/A2.1 Q2.2/N5++ A4.2-/A2.1
memperbanyak	N3.3 T1.3 A1.7- N3.2+/A2.1 N5+/A2.1 T1.3+/A2.1 A9-
memperbanyak	N3.6 M1 N3.7+/A2.1 A4.2-/A2.1 T1.3 A12- A2.1+ X8+
memperbanyak	N5+/A2.1
memperbanyak	T1.3++
memperbanyakkan	N3.2+/A2.1
memperbanyakkan	N5+/A2.1
memperbanyakkan	N5.2+/Q2.2
memperbesar	B5 Q2.2
