mwe_template	semantic_tags
in_prep anticipo_noun	N4
in_prep arretrato_noun	N4
in_prep attesa_noun	X2.6+
in_prep attesa_noun di_prep recapito_noun	X2.6+
in_prep aumento_noun	O4.4 S9 N5
in_prep base_noun al_prep quale_pron	Z5
in_prep basso_adv	A1.1.1 M6 N4 N5-- E4.1- S7.1- N3.1 Q1.2 Z5
in_prep basso_adv	A5.1- N3.7- N5- A11.1- E4.1- X3.2-  S7.1-
in_prep bold_noun	O4.1 E5+
in_prep carne_noun	O4.4 O4.2 O4.4/A2.1+ X7+
in_prep casa_noun	M6  M7 G2.1@ Z5
in_prep cerca_noun	M6 S3.2 Z5
in_prep cerca_noun	Z5
in_prep che_pron modo_noun	Z5
in_prep circolazione_noun	A13.4 M6 Z5
in_prep coda_noun	M6
in_prep comune_adj	M6 A6.1 Z5
in_prep conseguenza_noun di_prep ciò_pron	N4 T1.1.2
in_prep conserva_noun	F4 F1 F2
in_prep contanti_noun	A13.2 N5.2+
in_prep continuazione_noun	T2++ N6+
in_prep continuo_adj	N6+++
in_prep contrasto_noun	A6.2- M7/S2mf
in_prep coppia_noun	A6.1+/S2mf N5+ N5+/A2.1
in_prep corso_noun	T1.1.2 W3/M4 W3/M5 O3
in_prep cotone_noun	O1.1 O4.5 O4.2
in_prep cuoio_noun	O1.1 O4.5
in_prep definitiva_adj	N4 Z4
in_prep difficoltà_noun	E6- A12-
in_prep direzione_noun	I1.3/S5+ X2.6+ A5.3+ S6+ Z5
in_prep direzione_noun ovest_noun	M6
in_prep discesa_noun	A5.1-/A2.1 A1.1.1 M6 N4 N5-- E4.1- S7.1- N3.1 Z5
in_prep disordine_noun	A6.2- A5.1- O4.1 G2.2- O4.2-
in_prep disparte_adv	M6 A1.1.1%
in_prep dubbio_noun	A7-
in_prep due_adj	A6.1- F2 A6.1+/S2mf N5+ N5+/A2.1
in_prep ebollizione_noun	E3- O4.6+
in_prep errore_noun	M6 S3.2 Z5
in_prep espansione_noun	N3.2+/A2.1 Q2.2/N5++ A4.2-/A2.1
in_prep favore_noun	M6 Z5
in_prep fermento_noun	E3- O4.6+
in_prep fiamme_noun	O4.6+ A1.5.1 X5.2+ A11.1+ E3-
in_prep fin_prep dei_prep conti_noun	N4 Z4
in_prep fiore_noun	M6 S3.2 Z5
in_prep foglia_noun	A1.1.1 L3
in_prep foglie_noun	A1.1.1 L3
in_prep fondo_noun	A1.1.1 M6 N4 N5-- E4.1- S7.1- N3.1 Q1.2 B1 A5.1--- Z5
in_prep fondo_noun	A5.1- L2/Q2.1 N3.7- N5- A11.1- E4.1- X3.2- G2.2- S7.1-
in_prep fondo_noun	N4 Z4
in_prep fretta_noun	N3.8
in_prep fretta_noun	T1.1.3/N3.8+
in_prep futuro_noun	T1.1.3
in_prep genere_noun	A13.1 A4.2-
in_prep giro_noun per_prep	A13.4 M6 Z5
in_prep giù_adv	A1.1.1 M6 A5.1- N4 N5-- E4.1- S7.1- N3.1 Q1.2 Z5
in_prep grado_noun di_prep parlare_verb	Q2.2 Q2.1 Q3 Q2.2/X9.1+ B1 A7+
in_prep gran_adj misura_noun	N5+ A4.2-
in_prep gran_adj parte_noun	A13.2
in_prep grassetto_adj	O4.1 A11.2
in_prep imbarazzo_noun	E6- A12-
in_prep leasing_noun	I2.2
in_prep linea_noun di_prep massima_noun	A11.1+ A4.2- A13.4
in_prep lista_noun	F1/B1 A1.1.1 M6 N4 N5-- E4.1- S7.1- N3.1 Q1.2 L2 Z5
in_prep lite_noun	M6 S3.2 Z5
in_prep locazione_noun	I2.2
in_prep lontananza_noun	N3.3+ S1.2.1- X5.1-
in_prep lotta_noun	M6 S3.2 Z5
in_prep maniera_noun insinuante_adj	X3.3 O4.5 X3.1 E3+ A5.1+
in_prep maniera_noun interessante_adj	X5.2+
in_prep maniera_noun petulante_adj	E2-/X3.2
in_prep maniera_noun sprezzante_adj	S1.2.3+ S1.2.1-
in_prep maniera_noun stridula_adj	E2-/X3.2
in_prep mare_noun	N5.2+ M6
in_prep massa_noun	N5+++
in_prep mezzo_noun	M6 N4 N5 Z5
in_prep mezzo_noun a_prep	Z5
in_prep minima_adj parte_noun	A13.6 A13.7
in_prep modo_noun affascinante_adj	O4.2+
in_prep modo_noun attraente_adj	O4.2+
in_prep modo_noun avventato_verb	N3.8+ A1.3-
in_prep modo_noun bello_adj	O4.2+ X5.2+
in_prep modo_noun che_pron	A13.3 Z5
in_prep modo_noun chiaro_adj	Q3 Q2.2/X9.1+ A7+ A4.2+
in_prep modo_noun comico_adj	S1.2.6-
in_prep modo_noun eccellente_adj	S8+ X9.2+/S7.3/S2mf S8+/S2mf
in_prep modo_noun esagerato_verb	N3.2+ N5+ A11.1+ S1.2.5+ X5.2+
in_prep modo_noun familiare_adj	H4 S4 E3+/L2 M6
in_prep modo_noun giusto_adj	A10+ E1+ A5.1+ A13.3 A7+ B2+ Z4 W3/M4 W3
in_prep modo_noun levigato_verb	X3.3 O4.5 X3.1 E3+ A5.1+
in_prep modo_noun malsano_adj	B2- O4.2-
in_prep modo_noun mellifluo_adj	X3.3 O4.5 X3.1 E3+ A5.1+
in_prep modo_noun migliore_adj	A5.1++ G2.2++ O4.2++ A5.1++/S2mf
in_prep modo_noun originale_adj	A5.4+
in_prep modo_noun piano_adj	X3.3 O4.5 X3.1 E3+ A5.1+
in_prep modo_noun pomposo_adj	N3.2+ N5+ A11.1+ S1.2.5+ X5.2+
in_prep modo_noun rado_adj	A6.2- N5-
in_prep modo_noun salutare_adj	B2+ X9.2+ A5.1+
in_prep modo_noun semplice_adj	H4 S4 E3+/L2 M6
in_prep modo_noun teatrale_adj	K4 E1/N5.2+
in_prep modo_noun volgare_adj	A6.2+ G2.2- O4.2-
in_prep moto_noun	M1 M2 A2.1+ H4/A2.1
in_prep movimento_noun	M1 M2 A2.1+ H4/A2.1
in_prep neretto_noun	O4.1 A11.2
in_prep nessun_adj modo_noun	S6+
in_prep nota_noun	A1.1.1 M6 N4 N5-- E4.1- S7.1- N3.1 Q1.2 Z5
in_prep ogni_adj caso_noun	X2.1 Z8 Z5
in_prep ogni_adj modo_noun	Z4
in_prep ogni_adj parte_noun	N5.2+ A13.2 T2- M6 Z5
in_prep opposizione_noun	A6.1- H5/I2.2 H5 N2/O2
in_prep ordine_noun	O4.2+
in_prep origine_noun	T1.1.1
in_prep partenza_noun	K5.1 M6 S3.2 Z5
in_prep passato_noun	T1.1.1
in_prep pastella_noun	F1 O4.4
in_prep pegno_noun	A5.4- I1
in_prep peltro_noun	O1.1
in_prep pendenza_noun	A5.1-/A2.1 M6
in_prep pensiero_noun	E6-
in_prep perdita_noun	A1.1.1 M6 N4 N5-- E4.1- S7.1- N3.1 Z5
in_prep persona_noun	Z8
in_prep pezzi_noun	A1.8- S1.1.3- E4.1- A1.1.2
in_prep poche_adj parole_noun	N3.8+ Q3
in_prep preda_noun a_prep timore_noun	E5-
in_prep presenza_noun di_prep	N4 Z5
in_prep prestito_noun	 M6 S3.2 Z5
in_prep prevalenza_noun	A13.2
in_prep previsione_noun	A5.1- S8- Z5
in_prep prima_adj stesura_noun	Q1.2 G3 M2 Q1.2/I1
in_prep prospettiva_noun	X4.1 C1
in_prep punta_noun di_prep piedi_noun	M1/X3.2-
in_prep qualche_adj altro_noun posto_verb	M6/A6.1-
in_prep qualche_adj luogo_noun	M6
in_prep qualche_adj parte_noun	M6
in_prep qualche_adj posto_noun	M6
in_prep quale_pron occasione_noun	Z5
in_prep quali_pron casi_noun	Z5
in_prep quali_pron circostanze_noun	Z5
in_prep qualità_noun di_prep	A13 Z5
in_prep qualsiasi_adj luogo_noun	M6/A4.2-
in_prep qualsiasi_adj modo_noun	Z4
in_prep qualsiasi_adj momento_noun	Z5
in_prep qualsiasi_adj posto_noun	M6/A4.2-
in_prep qualunque_adj modo_noun	A13.1 Z4
in_prep quanto_adv	A13 Z5
in_prep questa_pron maniera_noun	A13. Z5
in_prep questo_pron modo_noun	A13.3 Z5
in_prep realtà_noun	A5.4+ A14 G2.2
in_prep relazione_noun	X2.1 Z5
in_prep rilievi_noun	M2 N5+/A2.1 A5.1+/A2.1 X3.2++ A9+ A1.1.1 A2.2 S1.1.1 F4 O4.4 N5++
in_prep ritardo_noun	T4
in_prep ritardo_noun	T4- T1.1
in_prep rovina_noun	O4.2- A5.1— A1.1.1
in_prep sciopero_noun	 M6 S3.2 Z5
in_prep segreto_noun	A10-
in_prep seguito_noun	N4 T1.1.3 Z5
in_prep senso_noun contrario_adj	A5.1- S8- A6.1- H5/I2.2 H5 N2/O2 Z5
in_prep senso_noun inverso_adj	M6
in_prep serie_noun	N4 Q4
in_prep sfacelo_noun	O4.2- A5.4- A1.1.2
in_prep societ�_noun	K5.1 M6 S3.2 Z5
in_prep sogno_noun	X2 X2.1 X7++ X4.1 X7+ A5.2-
in_prep sommo_adj grado_noun	A13.3
in_prep sotto_adv	A1.1.1 M6 N4 N5-- E4.1- S7.1- N3.1 Z5
in_prep sviluppo_noun	N3.2+/A2.1 Q2.2/N5++ A4.2-/A2.1
in_prep tal_pron modo_noun	A13.3 Z5
in_prep testa_noun	M6 N4 T1.1.3
in_prep trasferta_noun	M6 A1.1.1%
in_prep tutto_pron	A13.2 N5.1+ A1.8+ M6 Z5
in_prep tutto_pron	N5.2+ A13.2  Z5
in_prep ultimo_adj	N4 T2++ T1.3
in_prep un'_art unica_adj soluzione_noun	A13.2 N5.2+
in_prep uno_art strato_noun sottile_adj	N3.7- N5-
in_prep vantaggio_noun	M6 N4 T1.1.3
in_prep vaso_noun	F4 F1 F2
in_prep via_noun di_prep estinzione_noun	A15- L1- T2-
in_prep vigore_noun	A1.1.1 X5.2+
in_prep vita_noun	L1+ X5.2+
incapace_noun di_prep nuotare_verb	X9-/M4-/S2mf
incastellatura_noun di_prep estrazione_noun	B5
incidente_noun mortale_adj	L1- A1.1.1
incidere_verb un_art albero_noun	A1.1.1/L3 E3- A11.2+
inclinazione_noun magnetica_adj	M1 M2 O4.4 Y1
inclinazione_noun trasversale_adj	M6
inclusa_verb nel_prep canone_noun	S9 A1.8
incluse_verb nel_prep canone_noun	S9 A1.8
inclusi_verb nel_prep canone_noun	S9 A1.8
incluso_verb nel_prep canone_noun	S9 A1.8
incollare_verb di_prep seguito_noun	A1.8+/N4
incontrarsi_verb per_prep caso_noun	A1.4  A3+ X7-
incontro_noun di_prep un_art gruppo_noun di_prep lavoro_noun	L2mfn S1.1.3 I3
incrocio_noun aereo_adj	A1.1.1 M5
indagine_noun accurata_adj	X2.4
indagine_noun minuziosa_adj	X2.4
indegno_adj di_prep	S1.2 A5-
indicare_verb con_prep puntini_noun	A1.1.1 A1.9
indicare_verb con_prep una_art lineetta_noun	A1.1.1 A1.9
indicare_verb la_art strada_noun	M6 Q2.2 S8+ K4
indirizzare_verb le_art proprie_adj energie_noun	A1.1.1
individuo_noun spregevole_adj	E6- S2mf
indumenti_noun da_prep mare_noun e_conj piscine_noun	B5/M4
industria_noun aeronautica_adj	M5 I4
industria_noun cinematografica_adj	I4/Q4.3
inerente_adj al_prep titolo_noun	A5.4-/S7.1+
inferiore_adj a_prep	A6.1- Z5
infermità_noun mentale_adj	S1.2.6- B2-/X1
infermit�_noun mentale_adj	S1.2.6- B2-/X1
infestata_verb dai_prep fantasmi_noun	S9 E6-
infestate_verb dai_prep fantasmi_noun	S9 E6-
infestati_verb dai_prep fantasmi_noun	S9 E6-
infestato_verb da_prep insetti_noun	L2 N5+ A5.1-
infestato_verb dai_prep fantasmi_noun	S9 E6-
infestato_verb dai_prep ratti_noun	E3- O4.2- L2
informazione_noun riservata_verb	Q2.2 A10-
infusi_noun di_prep malto_noun	A1.1.1 F1
inglese_adj americano_adj	Z2 Z2/S2mf
inglese_adj parlato_verb in_prep America_pnoun	Q2 Z2/S2mf
ingrandimento_noun parziale_adj	A1.1.1
ingresso_noun a_prep un_art seminterrato_noun	M7 M1 H1 H2
iniezione_noun sottocutanea_adj	B3
iniziativa_noun legislativa_adj	A1.1.1 G1.1 G1.2
iniziativa_noun popolare_adj	A1.1.1 X5.2+
inno_noun funebre_adj	K2/L1-
inoltrare_verb una_art domanda_noun	Q2.2 A1.2+ A1.8+ S7.1+
insegnare_verb i_art primi_adj elementi_noun	A1.1.1 X3.2 A1.1.1/O4.5 X8+ K1 Q2.2 P1 A2.2
inseguire_verb a_prep vista_noun	M1
insetto_noun saltatore_adj	L2mf
insieme_adv dei_prep dati_noun	N5.2+ Q1.2  A5.1+++
insieme_adv disordinato_verb	N3.6+
installare_verb una_art microspia_noun	A1.1.1 X2.4/A10- O2/Y1
intanto_adv che_pron	T1.3 Z5
intenzione_noun criminosa_adj	E3- G2.2-
interessarsi_verb superficialmente_adv	X5.2- A1.1.1
interesse_noun appassionato_verb	E2+ S3.2 E2+/S2mf
interesse_noun personale_adj	S5-
interesse_noun personale_adj	X5.2 X7
interpretare_verb male_adv	X2.5- A5.3-
interruttore_noun automatico_adj	A1.1.2/O2 O3
interruttore_noun centrale_adj	A1.1.2/O2 O3
intervallo_noun di_prep tempo_noun	T1.3 T1.1
intervallo_noun tra_prep due_adj sessioni_noun	I2.1/N5-  A10- T1.2/T2-
intervento_noun chirurgico_adj	B3 B3/H1 B3/H2 S8+/T1.3
intestare_verb una_art fattura_noun	Q1.2/I1.3
intimo_adj	M2 S9 O1.2 F2 X5.2+ E4.1+ S6+ E1 X7+
intrattenere_verb relazioni_noun commerciali_adj	I2.2
introdursi_verb indebitamente_adv	S1.1.3+++/X7- M1/X7-
inversione_noun di_prep marcia_noun	A1.1.1 A2.1+
inversione_noun di_prep marcia_noun	A1.1.1 N5+ N5+/A2.1
investigatore_noun privato_adj	 S1.1.1 M1 S2mf X2.4
investire_verb capitali_noun	I1.1
investire_verb in_prep diversi_adj tipi_noun	I1.1/A6.3+
invitare_verb a_prep pranzo_noun	A1.1.1/F1
invitare_verb a_prep pranzo_noun	F1
invocare_verb la_art protezione_noun divina_adj	S9 A9-
ispezione_noun scolastica_adj	S7.1+ P1@
ispirazione_noun poetica_adj	X2.1 C1
istinti_noun materni_adj	S4 S4f A11.1+++
istinto_noun materno_adj	S4 B3
istituire_verb mediante_prep statuto_noun	I2.2 I3.2% G1.2 G2.1
l'_art essere_verb compagni_noun	S3.1 S5
l'_art uno_noun dell'_prep altro_adj	Z5
l_verb ’_noun abbaiare_verb in_prep modo_noun stridulo_adj	A1.1.1/X3.2 L2
la_art cosa_noun suddetta_adj	A6.1+
la_art maggior_adj parte_noun	A13.2 N5+++
la_art maggioranza_noun	A13.2 N5+++
la_art maggiore_adj	A5.1+++ A13.2 O4.2+++
la_art migliore_adj	A5.1+++ A13.2 G2.2+++ O4.2+++
la_art peggiore_adj	A5.1--- S7.1+ G2.2---
la_art persona_noun suddetta_adj	A6.1+
la_art più_adv proficua_adj	A5.1+++ A13.2 O4.2+++
la_art più_adv vantaggiosa_adj	A5.1+++ A13.2 O4.2+++
la_art quale_pron	Z8
labbro_noun superiore_adj e_conj naso_noun	B1
laboratorio_noun topografico_adj	W3/H1c
lago_noun artificiale_adj	W3/M4
lambito_verb dalle_prep onde_adv	X3.3 O4.1
lamento_noun funebre_adj	X3.2- K2/L1-
lancia_noun da_prep parata_noun	M1 M4fn O2
lanciare_verb acqua_noun	A1.1.1 W4 I1.2 A1.5.1/N5.1+ E5- A2.1+
lanciarsi_verb con_prep il_art paracadute_noun	M1 N5+/A2.1 A1.9
landa_noun desolata_verb	W3 S5-
larghezza_noun massima_adj	N3.2
lasciar_verb intendere_verb	Q2.1
lasciare_verb adito_verb	Q2.2 A1.8+ S7.4+/M1
lasciare_verb bombe_noun	G3 E2- N3.8+
lasciare_verb indietro_adv	A1.9 A1.8-
lasciare_verb perplesso_adj	X2.5-
lasciare_verb perplesso_adj	X2.5- A12-
lasciare_verb sedimentare_verb	M8 X9.2+ H4 E4.2+ X6+
lasciarsi_verb cadere_verb	O4.4/A2.1+ M1
lasciarsi_verb sfuggire_verb	Q2.1 Q2.2 A1.1.1
lasso_noun di_prep tempo_noun	A5.1-/A2.1 X5.1- T1.3 T2+ T2- S9
lasso_noun di_prep tempo_noun	W1 T1.3 Q1.2 N6 Z5
lastra_noun di_prep vetro_noun	H5
laureata_verb in_prep legge_noun	G2.1/S2mf/P1
laureato_verb con_prep il_art BA_noun	P1 S2.2m P1mf
laureato_verb in_prep legge_noun	G2.1/S2mf/P1
lauto_adj pranzo_noun	F1 K1
lavata_noun di_prep capo_noun	G2.2  E3- Q2.1
lavorare_verb a_prep maglia_noun	A1.1.1/B5
lavorare_verb a_prep martello_noun	A1.1.1 S7.1+ A1.5.1/N5++
lavorare_verb a_prep punto_noun rovescio_adj	C1
lavorare_verb ai_prep ferri_noun	A1.1.1/B5
lavorare_verb alla_prep macchina_noun utensile_adj	A1.1.1
lavorare_verb col_prep piccone_noun	A1.1.1
lavorare_verb come_prep apprendista_noun	P1/I3.1
lavorare_verb come_prep consulente_adj	Q2.1 Q1.1/S8+
lavorare_verb come_prep uno_art schiavo_adj	A1.1.1
lavorare_verb con_prep la_art pala_noun	A1.1.1
lavorare_verb con_prep maschere_noun	K1 K4
lavorare_verb con_prep un_art attrezzo_noun	C1
lavorare_verb indipendentemente_adv	S5-/I3.1
lavorare_verb sodo_adj	A1.1.1
lavorare_verb sodo_adj	A1.1.1 A12 13.1
lavoratore_noun inesperto_adj	S2mf/X9.1--
lavoro_noun a_prep maglia_noun	A1.1.1/B5
lavoro_noun abborracciato_verb	A5.1-
lavoro_noun da_prep fotomodella_noun	I3.1 A10+ C1
lavoro_noun da_prep fotomodello_noun	I3.1 A10+ C1
lavoro_noun di_prep cameriere_noun	T1.3 A3+ A11.1+ S1.1.1% I3
lavoro_noun di_prep carpenteria_noun	I3.1 H1 H2 H5
lavoro_noun di_prep muratura_noun	H1
lavoro_noun di_prep traforo_noun	E6- O4.4
lavoro_noun eccessivo_adj	I3.1/N5.2+
lavoro_noun fatto_verb a_prep mano_noun	A1.1.1
lavoro_noun ingrato_adj	X5.2- S7.1-/S2.2m S3.2/S2.2m S7.1-
lavoro_noun mal_noun fatto_verb	A1.1.1 A5.1-
lavoro_noun manuale_adj	A1.1.1
lavoro_noun murario_adj	H1
lavoro_noun pesante_adj	X5.2- S7.1-/S2.2m S3.2/S2.2m S7.1-
le_art maggiori_adj	A5.1+++ A13.2 O4.2+++
le_art migliori_adj	A5.1+++ A13.2 G2.2+++ O4.2+++
le_art peggiori_noun	A5.1--- S7.1+ G2.2---
le_art più_adv proficue_adj	A5.1+++ A13.2 O4.2+++
le_art più_adv vantaggiose_adj	A5.1+++ A13.2 O4.2+++
lega_noun per_prep saldatura_noun	A1.1.1
legame_noun emotivo_adj	E2 S3.2
legare_verb con_prep un_art cavo_noun	A1.1.1/A1.7 O2
legare_verb in_prep un_art fascio_noun	A1.1.1 M2 Y2
legge_noun finanziaria_adj	I1 G1.1/I1 I1.3-
legge_noun religiosa_adj	S9 A9- S7.1+
leggera_adj flessione_noun	M1 M2 O4.4
leggere_verb attentamente_adv	X3.4 A1.1.1 A5.3
leggere_verb qua_adv e_conj là_adv	A1.1.1
leggermente_adv affamato_verb	F1/B1
legno_noun di_prep abete_noun	L3 O1.1
legno_noun di_prep cedro_noun	L3 O1.1
legno_noun di_prep noce_noun	H5 O2
legno_noun di_prep pino_noun	L3 O1.1
legno_noun duro_adj	O1.1
legno_verb compensato_verb	O2 H5
lei_pron stessa_adj	Z8f
lenta_adj ebollizione_noun	F1 O4.6+
lente_noun d'_prep ingrandimento_noun	O2/N3.2+
lenti_noun a_prep contatto_noun	X3.4 O2 B5
lento_adj progredire_verb	M1 N3.8- S7.1-
leopardo_noun delle_prep nevi_noun	L2
lettera_noun di_prep credito_noun	Q1.2 A5.2+
lettera_noun di_prep privilegio_noun	I2.2 I3.2% Q1.2
lettera_noun iniziale_adj	Q1.2 T2+
letterato_noun influente_adj	A11.1- Q3 P1
letteratura_noun di_prep fantasia_noun	K1 A5.2-
lettino_verb per_prep bambini_noun	H5 K5.2
letto_verb di_prep fusione_noun	A12- M2 O2
levare_verb le_art tende_noun	M1
levare_verb l’ancora_verb	M2 M1 M4
liberare_verb soffiando_verb	A1.1.1 X9.2- W4 I1.2 A1.5.1/N5.1+ E5- A1.7-
libertà_noun provvisoria_adj	G2.1
libretto_noun di_prep deposito_noun	G1.1/Q1.2
libretto_noun di_prep istruzioni_noun	Q4.1/P1
libretto_noun di_prep risparmio_noun	G1.1/Q1.2
libro_noun commerciale_adj	A9+/Q2.2 G2.1 Q4.1 Q1.2 I1
libro_noun con_prep copertina_noun rigido_adj	Q4.1
libro_noun delle_prep commesse_noun	A9+/Q2.2 G2.1 Q4.1 Q1.2 I1
libro_noun di_prep evasione_noun	A1.1.1  O1.2 Q1.2 G2.1-
libro_noun di_prep istruzioni_noun	Q1.3/Q4.1 Q4.1 Y2
libro_noun di_prep lettura_noun antologica_adj	Q4.1/S2mf Q4.2/S2mf P1/S2mf Q4.1
libro_noun mastro_adj	Q1.2
libro_noun paga_verb	Q1.2/I3.1
libro_noun per_prep ragazzi_noun	Q4.1 T3- T3-/S2mf
libro_noun pulp_noun	A1.1.1 E3- O1.2 Q1.2
libro_noun scandalistico_adj	E5-
lieve_adj contatto_noun	B4 A1.1.1 B4/O2 S1.1.1 L2
lieve_adj tocco_noun	B4 A1.1.1 B4/O2 S1.1.1 L2
linea_noun aerea_adj	M5/S5c
linea_noun d'_prep aria_noun	M5/S5c
linea_noun d'_prep azione_noun	A1.1.1  O2
linea_noun del_prep battitore_noun	O2 K5.1% O4.4
linea_noun del_prep lanciatore_noun	O2 K5.1% O4.4
linea_noun di_prep colmo_noun	W3 N2
linea_noun di_prep condotta_noun	A1  O2 S2
linea_noun di_prep displuvio_noun	A6.1- A9-/N5.1 N2 T1.2/A2.1+ W3
linea_noun di_prep displuvio_noun	W3/M4
linea_noun di_prep divisione_noun	A6.1- N2 G2.1/S5+c G3/S5+c G1.2 K5.2/S5+c
linea_noun di_prep giunzione_noun	A1
linea_noun di_prep partenza_noun	M7 T2+ A1.1.1 O1 K5.1@ M6
linea_noun direttiva_adj	A1.1.1 S8+
linea_noun orizzontale_adj	N2 O4.4
linea_noun retta_verb	M5/S5c N2
lingotto_noun d'_prep oro_noun	A1.1.1  O2 C1
lingua_noun berbera_adj	Z1mf
lingua_noun irachena_adj	Z1 Z2/S2mf
lingua_noun originale_adj	A5.4+ T3- A6.2-
linguaggio_noun da_prep bigotto_noun	Q2.1 Q3 Z1
linguaggio_noun ipocrita_adj	Q2.1 Q3 Z1
linguaggio_noun osceno_adj	O4.2- G2.2- Q3
liquido_noun organico_adj	F4 B1 O1.2 W3/M4 C1%
lista_noun dei_prep giurati_noun	H5 S5+c O2
listino_noun prezzi_noun	I1.3
livello_noun basso_adj	A5.1- Q2.1 N3.7- N5- A11.1- E4.1- X3.2- G2.2- S7.1-
livello_noun di_prep marea_noun	Q1.2 O4.1/O1.2
livello_noun minimo_adj	A5.1- Q2.1 N3.7- N5- A11.1- E4.1- X3.2- G2.2- S7.1-
lo_art sgranocchiare_verb	F1 A1.1.1 X3.2
lo_art spuntare_noun	X3.4 X3.2+
lo_art stesso_adj	A6.1+
lo_art strisciare_verb	M1 N3.8- S7.1- M3
locale_adj di_prep lavoro_noun	I3.1/H2
locale_adj notturno_noun	K1 K1/S5+c
locale_noun squallido_adj	N5-/A2.1 H1/O4.2-
lontra_noun giovane_adj	L2mfn
lotta_noun corpo_noun a_prep corpo_noun	E3- M2 X8+
lozione_noun per_prep capelli_noun	B4
luce_noun abbagliante_adj	W2 O4.6+ A11.2+ E3-
luce_noun di_prep posizione_noun interiore_adj	O2/W2/M3
lucidare_verb di_prep nero_adj	O4.3 A1.1.1
lunga_adj passeggiata_noun	M1 S2 K1
lunghissimo_adj periodo_noun	T1.3++
luoghi_noun comuni_noun	Q2.1 Z1 A6.2+
luogo_noun comune_adj	A6.2+ Q2.1 Z1
luogo_noun comune_adj	A6.2+++
luogo_noun di_prep sosta_noun	M3/M8
l’essere_verb minorenne_adj	A3/T3
l’essere_verb mortale_adj	A3/L1-
l’uno_verb o_conj l’altro_verb	Z5 Z8
macchia_noun bianca_adj	O4.3 A11.2+
macchia_noun solare_adj	A14 O4.4 O2 B2- M7 Q4.3 X3.4
macchiare_verb d'_prep inchiostro_noun	A1.1.1 Q1.2
macchina_noun bellica_adj	A1.1.1 O2 Y2 G3
macchina_noun fotografica_adj	O2 C1
macchina_noun fotografica_adj a_prep cassetta_noun	K1/S2.1f O2 C1
macchina_noun motrice_adj	A1.1.1 O2 Y2
macchina_noun tessile_adj	A1.1.1 I4/B5 G2.1/A5.2- O2 K5.1@
madre_noun superiora_adj	S4 S4f A11.1+++
maggior_adj numero_noun	A13.3 N6++ N5++
maggior_adj parte_noun	A13.3 N6++ O2 S5+c O4.1 N5++ N5+++
maggiore_adj di_prep	A5.1+ N2 Z5
maglione_noun di_prep lana_noun	B5
maglione_noun sportivo_adj	B5
mal_noun di_prep testa_noun	B2- X1 F2 A2.1+ A11.1+ T1.2
malattia_noun contagiosa_adj	B2-
malattia_noun dei_prep cassoni_noun	B2-
malattia_noun infettiva_adj	B2-
male_adv fondamentale_adj	B2-
male_adv organizzato_verb	G2.2- O4.2- S7.1/A5.1-
mancanza_noun di_prep corrente_noun elettrica_adj	A10- O3- G3@
mancanza_noun di_prep forma_noun	O4.4- W3
mancanza_noun di_prep formalità_noun	S1.2.1-
mancata_verb accettazione_noun	S7.2- S1.2.4- A5.1-
mancato_adj pagamento_noun	S7.2- I1.2 A5.1-
mandar_verb fuori_adv	A1.7-/M1 I3.1 I1.2 O1.2 G3
mandare_verb a_prep spasso_noun	M1 M2
mandare_verb al_prep diavolo_noun	M2 M1 M8 G2.1 S7.1-
mandare_verb all'_prep aria_noun	A1.1.1 X9.2-
mandare_verb fumo_noun	F3 O1.3 F1
mandare_verb giù_adv	F1/B1 A1.1.1 M2
mandare_verb il_art conto_noun	I1.3
mandare_verb in_prep collera_noun	E3-
mandare_verb in_prep congedo_noun	A11.1- X2.1- I3.1- S7.4+/M1 G2.1
mandare_verb in_prep esilio_noun	M2/G1.2
mandare_verb in_prep frantumi_noun	A1.1.2
mandare_verb in_prep missione_noun	G3 M2
mandare_verb in_prep onda_noun	Q2.1 Q4.3
mandare_verb in_prep porta_noun	A1.7+ M2
mandare_verb in_prep un_art fosso_noun	A9- M2 L1-
mandare_verb indietro_adv	K5.1 M1 M6 K2
mandare_verb per_prep posta_noun	Q1.2
mandare_verb via_adv precipitosamente_adj	A1.1.1 M2 N3.8
mandato_noun di_prep arresto_noun	S6+ A1.7+/G2.1 Q1.2
mandato_noun scritto_verb	A1.1.1 I1.1/I2.2 G1.1 G3/S7.1+ I2.2 Q1.2
mangiare_verb la_art merce_noun esposta_verb nei_prep negozi_noun	F4 B2- A1.1.2
mangiare_verb troppo_adv	F1/N5.2+
manica_noun a_prep vento_noun	B5 E3-
manico_noun ricurvo_adj	O2
manico_noun tondo_adj	O2 O4.4
maniera_noun di_prep agire_verb	A13.3 X4.2 M6 M3 N3.3 A4.1 A1.1.1 T1.3
manifestazione_noun studentesca_adj	S1.1.3 S5 Q4.2
manifesto_noun pubblicitario_adj	I2.2/Q2.1 X2.2+ A10+
mano_noun sinistra_adj	A1.1.1 A1.9 A9- M6 G1.2 G1.2c B1
mantellina_noun da_prep donna_noun	B5/S2.1f
mantenersi_verb fedele_adj	A1.7+ S7.1-
manto_noun di_prep usura_noun	A10+ M6 O2
manto_noun superficiale_adj	A1.1.1 O1.1
manuale_noun di_prep istruzioni_noun	Q1.2/Q4.1 Q4.1/Y2
mappa_noun catastale_adj	X2.4
mappa_noun cromosomica_adj	B1 Q1.2 A6@ Q1.2/W3
